cell_id,lon,lat,canopy_pct,tree_count,lst_c,dw_built,road_pct,sidewalk_pct,pop_density,poverty,income_proxy,value_per_acre,near_park_m,near_bike_m
476,-121.720003,38.538138,14.78,7,29.38404083251953,0.7308872379362583,0.0,0.0,3617.9839621657165,40.43246953835593,96321.85694334899,4788378.900223491,11.337604455492492,30.75661181866556
475,-121.72115,38.53815,16.7,10,30.474388122558594,0.7283586917910725,0.2820432466311501,0.0,3617.9839621657165,40.43246953835593,48777.23720171923,4295563.760541721,36.10422603177696,6.3043839908902655
466,-121.731609,38.53825,10.4,3,34.09065246582031,0.7508501745760441,32.35404896421846,0.0,1182.578103435234,40.43246953835593,,,709.0036861614378,41.325682775521635
468,-121.728602,38.538669,0.0,0,,0.7220435291528702,3.4709193245778613,0.0,,,,,516.5101967004796,142.05936276457473
469,-121.727993,38.538238,0.19,0,34.20344924926758,0.724015686661005,0.0,0.0,9369.03818607894,40.43246953835593,,,539.6935569074581,95.86684142706049
470,-121.726886,38.538213,6.93,7,33.67023849487305,0.7514585091266781,22.602301790281327,0.0,3617.9839621657165,40.43246953835593,,,480.6602391971581,6.819669465024532
570,-121.730305,38.539196,7.27,2,33.253238677978516,0.7168923320714384,32.10922787193974,0.0,9369.03818607894,40.43246953835593,,,554.5017802996936,89.61666474338955
571,-121.729158,38.539159,13.41,5,33.335269927978516,0.7112704778555781,35.47477279849577,0.2507051081165778,9369.03818607894,40.43246953835593,,,494.48426418527237,90.53106729168651
572,-121.728017,38.539126,5.77,4,32.89776611328125,0.7285149695817381,16.067521100343857,0.0,9369.03818607894,40.43246953835593,,,448.73329296865126,87.19886729944372
569,-121.731475,38.539181,5.75,4,33.37970733642578,0.7421753092203289,21.647869674185465,0.0,1182.578103435234,40.43246953835593,,,630.0604447421407,5.542921670709743
568,-121.732606,38.539176,5.7,3,33.63605880737305,0.7265887747053057,4.002501563477173,0.0,1182.578103435234,40.43246953835593,,,619.0287521583416,73.27904312183577
464,-121.733769,38.538288,22.17,11,32.675594329833984,0.7220175976399332,0.6572769953051643,0.0,1182.578103435234,40.43246953835593,,,643.239775430064,12.135684878534375
463,-121.734804,38.538379,10.71,3,34.07698059082031,0.5420718586537987,0.0,0.0,1182.578103435234,40.43246953835593,,,586.1786087945916,13.229360146255663
